[2025-03-03 05:45:32,895] [INFO] [real_accelerator.py:222:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-03-03 05:45:32,914] [INFO] [real_accelerator.py:222:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-03-03 05:45:32,947] [INFO] [real_accelerator.py:222:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-03-03 05:45:33,113] [INFO] [real_accelerator.py:222:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-03-03 05:45:33,289] [INFO] [real_accelerator.py:222:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-03-03 05:45:33,293] [INFO] [real_accelerator.py:222:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-03-03 05:45:33,304] [INFO] [real_accelerator.py:222:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-03-03 05:45:33,316] [INFO] [real_accelerator.py:222:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-03-03 05:45:34,542] [INFO] [comm.py:658:init_distributed] cdb=None
[2025-03-03 05:45:34,542] [INFO] [comm.py:689:init_distributed] Initializing TorchBackend in DeepSpeed with backend nccl
[2025-03-03 05:45:34,650] [INFO] [comm.py:658:init_distributed] cdb=None
[2025-03-03 05:45:34,764] [INFO] [comm.py:658:init_distributed] cdb=None
[2025-03-03 05:45:34,908] [INFO] [comm.py:658:init_distributed] cdb=None
[2025-03-03 05:45:35,025] [INFO] [comm.py:658:init_distributed] cdb=None
[2025-03-03 05:45:35,037] [INFO] [comm.py:658:init_distributed] cdb=None
[2025-03-03 05:45:35,127] [INFO] [comm.py:658:init_distributed] cdb=None
[2025-03-03 05:45:35,140] [INFO] [comm.py:658:init_distributed] cdb=None
ninja: no work to do.
Time to load fused_adam op: 0.03647017478942871 seconds
Time to load fused_adam op: 0.10161828994750977 seconds
Time to load fused_adam op: 0.10178756713867188 seconds
Time to load fused_adam op: 0.10155630111694336 seconds
Time to load fused_adam op: 0.10130953788757324 seconds
Time to load fused_adam op: 0.10158467292785645 seconds
Time to load fused_adam op: 0.10156893730163574 seconds
Time to load fused_adam op: 0.10129547119140625 seconds
[2025-03-03 05:45:45,001] [WARNING] [lr_schedules.py:683:get_lr] Attempting to get learning rate from scheduler before it has started
[2025-03-03 05:45:45,111] [WARNING] [lr_schedules.py:683:get_lr] Attempting to get learning rate from scheduler before it has started
[2025-03-03 05:45:45,121] [WARNING] [lr_schedules.py:683:get_lr] Attempting to get learning rate from scheduler before it has started
[2025-03-03 05:45:45,123] [WARNING] [lr_schedules.py:683:get_lr] Attempting to get learning rate from scheduler before it has started
[2025-03-03 05:45:45,125] [WARNING] [lr_schedules.py:683:get_lr] Attempting to get learning rate from scheduler before it has started
[2025-03-03 05:45:45,125] [WARNING] [lr_schedules.py:683:get_lr] Attempting to get learning rate from scheduler before it has started
[2025-03-03 05:45:45,126] [WARNING] [lr_schedules.py:683:get_lr] Attempting to get learning rate from scheduler before it has started
[2025-03-03 05:45:45,126] [WARNING] [lr_schedules.py:683:get_lr] Attempting to get learning rate from scheduler before it has started
{'loss': 1.3111, 'grad_norm': 2.249453796210676, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 1.271, 'grad_norm': 1.4668246697079437, 'learning_rate': 4.714285714285714e-05, 'epoch': 0.29}
{'loss': 1.2447, 'grad_norm': 1.3577190705037199, 'learning_rate': 4.7032967032967035e-05, 'epoch': 0.3}
{'loss': 1.2192, 'grad_norm': 1.5252059453514708, 'learning_rate': 4.692307692307692e-05, 'epoch': 0.3}
{'loss': 1.3099, 'grad_norm': 1.6111022420982533, 'learning_rate': 4.6813186813186814e-05, 'epoch': 0.3}
{'loss': 1.3334, 'grad_norm': 1.5515998582289676, 'learning_rate': 4.670329670329671e-05, 'epoch': 0.3}
{'loss': 1.3624, 'grad_norm': 1.6295066111343615, 'learning_rate': 4.6593406593406593e-05, 'epoch': 0.3}
{'loss': 1.236, 'grad_norm': 1.6277187785167422, 'learning_rate': 4.6483516483516486e-05, 'epoch': 0.3}
{'loss': 1.2589, 'grad_norm': 1.4664328945139455, 'learning_rate': 4.637362637362638e-05, 'epoch': 0.31}
{'loss': 1.2637, 'grad_norm': 1.5697914131972681, 'learning_rate': 4.6263736263736265e-05, 'epoch': 0.31}
{'loss': 1.3646, 'grad_norm': 1.6570382311870413, 'learning_rate': 4.615384615384616e-05, 'epoch': 0.31}
{'loss': 1.2592, 'grad_norm': 1.5155884256570837, 'learning_rate': 4.604395604395605e-05, 'epoch': 0.31}
{'loss': 1.2599, 'grad_norm': 1.8535583941365978, 'learning_rate': 4.593406593406593e-05, 'epoch': 0.31}
{'loss': 1.2803, 'grad_norm': 1.5503111157894587, 'learning_rate': 4.582417582417582e-05, 'epoch': 0.31}
{'loss': 1.2597, 'grad_norm': 1.4645366702869247, 'learning_rate': 4.5714285714285716e-05, 'epoch': 0.32}
{'loss': 1.3014, 'grad_norm': 1.5121575243651908, 'learning_rate': 4.56043956043956e-05, 'epoch': 0.32}
{'loss': 1.1578, 'grad_norm': 1.4125284124571937, 'learning_rate': 4.5494505494505495e-05, 'epoch': 0.32}
{'loss': 1.2065, 'grad_norm': 1.5474677443339582, 'learning_rate': 4.538461538461538e-05, 'epoch': 0.32}
{'loss': 1.2617, 'grad_norm': 1.6709568675630815, 'learning_rate': 4.5274725274725274e-05, 'epoch': 0.32}
{'loss': 1.2964, 'grad_norm': 1.5190703568277935, 'learning_rate': 4.516483516483517e-05, 'epoch': 0.32}
{'loss': 1.2293, 'grad_norm': 1.4151260001761368, 'learning_rate': 4.505494505494505e-05, 'epoch': 0.33}
{'loss': 1.3183, 'grad_norm': 1.7220809564113326, 'learning_rate': 4.4945054945054946e-05, 'epoch': 0.33}
{'loss': 1.2771, 'grad_norm': 1.4481770763821378, 'learning_rate': 4.483516483516484e-05, 'epoch': 0.33}
{'loss': 1.3149, 'grad_norm': 1.8119086254482804, 'learning_rate': 4.4725274725274725e-05, 'epoch': 0.33}
{'loss': 1.3069, 'grad_norm': 1.4735016761306845, 'learning_rate': 4.461538461538462e-05, 'epoch': 0.33}
{'loss': 1.2538, 'grad_norm': 1.5085562813450466, 'learning_rate': 4.450549450549451e-05, 'epoch': 0.33}
{'loss': 1.3195, 'grad_norm': 1.5341470521871021, 'learning_rate': 4.43956043956044e-05, 'epoch': 0.34}
{'loss': 1.2137, 'grad_norm': 1.442005146768726, 'learning_rate': 4.428571428571429e-05, 'epoch': 0.34}
{'loss': 1.3131, 'grad_norm': 1.5578879381163049, 'learning_rate': 4.417582417582418e-05, 'epoch': 0.34}
{'loss': 1.3507, 'grad_norm': 1.663395779430653, 'learning_rate': 4.406593406593407e-05, 'epoch': 0.34}
{'loss': 1.2809, 'grad_norm': 1.5785271160610883, 'learning_rate': 4.3956043956043955e-05, 'epoch': 0.34}
{'loss': 1.3117, 'grad_norm': 1.739704500954363, 'learning_rate': 4.384615384615385e-05, 'epoch': 0.34}
{'loss': 1.2875, 'grad_norm': 1.5108357692109025, 'learning_rate': 4.3736263736263734e-05, 'epoch': 0.35}
{'loss': 1.3503, 'grad_norm': 1.4804234158059404, 'learning_rate': 4.3626373626373626e-05, 'epoch': 0.35}
{'loss': 1.1754, 'grad_norm': 1.423860693455749, 'learning_rate': 4.351648351648352e-05, 'epoch': 0.35}
{'loss': 1.3067, 'grad_norm': 1.3396404768332826, 'learning_rate': 4.3406593406593405e-05, 'epoch': 0.35}
{'loss': 1.3256, 'grad_norm': 1.5677743773209856, 'learning_rate': 4.32967032967033e-05, 'epoch': 0.35}
{'loss': 1.2762, 'grad_norm': 1.416859594933588, 'learning_rate': 4.3186813186813184e-05, 'epoch': 0.35}
{'loss': 1.269, 'grad_norm': 1.462726986216517, 'learning_rate': 4.307692307692308e-05, 'epoch': 0.36}
{'loss': 1.281, 'grad_norm': 1.5424272190525616, 'learning_rate': 4.296703296703297e-05, 'epoch': 0.36}
{'loss': 1.2274, 'grad_norm': 1.5720133513885846, 'learning_rate': 4.2857142857142856e-05, 'epoch': 0.36}
{'loss': 1.256, 'grad_norm': 1.372507089620877, 'learning_rate': 4.274725274725275e-05, 'epoch': 0.36}
{'loss': 1.2284, 'grad_norm': 1.4622047354490926, 'learning_rate': 4.263736263736264e-05, 'epoch': 0.36}
{'loss': 1.218, 'grad_norm': 1.5126574852032775, 'learning_rate': 4.252747252747253e-05, 'epoch': 0.36}
{'loss': 1.2456, 'grad_norm': 1.467303598703773, 'learning_rate': 4.241758241758242e-05, 'epoch': 0.37}
{'loss': 1.3044, 'grad_norm': 1.4546098403606207, 'learning_rate': 4.2307692307692314e-05, 'epoch': 0.37}
{'loss': 1.2911, 'grad_norm': 1.5366743894922206, 'learning_rate': 4.21978021978022e-05, 'epoch': 0.37}
{'loss': 1.2697, 'grad_norm': 1.4916101906739043, 'learning_rate': 4.2087912087912086e-05, 'epoch': 0.37}
{'loss': 1.3273, 'grad_norm': 1.6005851927145156, 'learning_rate': 4.197802197802198e-05, 'epoch': 0.37}
{'loss': 1.3011, 'grad_norm': 1.4038314790933493, 'learning_rate': 4.1868131868131865e-05, 'epoch': 0.37}
{'loss': 1.2119, 'grad_norm': 1.443096792574021, 'learning_rate': 4.175824175824176e-05, 'epoch': 0.38}
{'loss': 1.2247, 'grad_norm': 1.4892481268896107, 'learning_rate': 4.164835164835165e-05, 'epoch': 0.38}
{'loss': 1.2789, 'grad_norm': 1.4448011163770602, 'learning_rate': 4.153846153846154e-05, 'epoch': 0.38}
{'loss': 1.308, 'grad_norm': 1.5656712964916477, 'learning_rate': 4.142857142857143e-05, 'epoch': 0.38}
{'loss': 1.221, 'grad_norm': 1.6398133222820193, 'learning_rate': 4.131868131868132e-05, 'epoch': 0.38}
{'loss': 1.1831, 'grad_norm': 1.378276216337541, 'learning_rate': 4.120879120879121e-05, 'epoch': 0.38}
{'loss': 1.2684, 'grad_norm': 1.475284487557951, 'learning_rate': 4.10989010989011e-05, 'epoch': 0.39}
{'loss': 1.2404, 'grad_norm': 1.3827315484614047, 'learning_rate': 4.098901098901099e-05, 'epoch': 0.39}
{'loss': 1.2664, 'grad_norm': 1.6514857163350052, 'learning_rate': 4.087912087912088e-05, 'epoch': 0.39}
{'loss': 1.2405, 'grad_norm': 1.5986682326320034, 'learning_rate': 4.0769230769230773e-05, 'epoch': 0.39}
{'loss': 1.2361, 'grad_norm': 1.490631010735187, 'learning_rate': 4.065934065934066e-05, 'epoch': 0.39}
{'loss': 1.3214, 'grad_norm': 1.4704411287219592, 'learning_rate': 4.054945054945055e-05, 'epoch': 0.39}
{'loss': 1.2405, 'grad_norm': 1.6019565748741733, 'learning_rate': 4.0439560439560445e-05, 'epoch': 0.4}
{'loss': 1.2576, 'grad_norm': 1.540938342807271, 'learning_rate': 4.032967032967033e-05, 'epoch': 0.4}
{'loss': 1.2828, 'grad_norm': 1.4554457641686698, 'learning_rate': 4.021978021978022e-05, 'epoch': 0.4}
{'loss': 1.2311, 'grad_norm': 1.5022055782073862, 'learning_rate': 4.010989010989011e-05, 'epoch': 0.4}
{'loss': 1.2462, 'grad_norm': 1.5272908311344737, 'learning_rate': 3.9999999999999996e-05, 'epoch': 0.4}
{'loss': 1.2201, 'grad_norm': 1.43234572799844, 'learning_rate': 3.989010989010989e-05, 'epoch': 0.4}
{'loss': 1.228, 'grad_norm': 1.563076294479931, 'learning_rate': 3.978021978021978e-05, 'epoch': 0.41}
{'loss': 1.3159, 'grad_norm': 1.6450217777190435, 'learning_rate': 3.967032967032967e-05, 'epoch': 0.41}
{'loss': 1.2392, 'grad_norm': 1.5394882155559266, 'learning_rate': 3.956043956043956e-05, 'epoch': 0.41}
{'loss': 1.2421, 'grad_norm': 1.401468412883712, 'learning_rate': 3.9450549450549454e-05, 'epoch': 0.41}
{'loss': 1.3025, 'grad_norm': 1.5593291342799576, 'learning_rate': 3.934065934065934e-05, 'epoch': 0.41}
{'loss': 1.3129, 'grad_norm': 1.508255493234994, 'learning_rate': 3.923076923076923e-05, 'epoch': 0.41}
{'loss': 1.3007, 'grad_norm': 1.6167481051248536, 'learning_rate': 3.9120879120879126e-05, 'epoch': 0.42}
{'loss': 1.2864, 'grad_norm': 1.558340640059424, 'learning_rate': 3.901098901098901e-05, 'epoch': 0.42}
{'loss': 1.27, 'grad_norm': 1.463235119338424, 'learning_rate': 3.8901098901098905e-05, 'epoch': 0.42}
{'loss': 1.3429, 'grad_norm': 1.5019305045181757, 'learning_rate': 3.879120879120879e-05, 'epoch': 0.42}
{'loss': 1.2523, 'grad_norm': 1.516873268406229, 'learning_rate': 3.8681318681318684e-05, 'epoch': 0.42}
{'loss': 1.246, 'grad_norm': 1.46025893828444, 'learning_rate': 3.857142857142858e-05, 'epoch': 0.42}
{'loss': 1.3157, 'grad_norm': 1.61002447856041, 'learning_rate': 3.846153846153846e-05, 'epoch': 0.43}
{'loss': 1.2487, 'grad_norm': 1.479216597166557, 'learning_rate': 3.835164835164835e-05, 'epoch': 0.43}
{'loss': 1.2485, 'grad_norm': 1.4716071077407933, 'learning_rate': 3.824175824175824e-05, 'epoch': 0.43}
{'loss': 1.2896, 'grad_norm': 1.539453834314771, 'learning_rate': 3.813186813186813e-05, 'epoch': 0.43}
{'loss': 1.2864, 'grad_norm': 1.4256232187142086, 'learning_rate': 3.802197802197802e-05, 'epoch': 0.43}
{'loss': 1.2784, 'grad_norm': 1.5421638803885986, 'learning_rate': 3.7912087912087914e-05, 'epoch': 0.43}
{'loss': 1.2771, 'grad_norm': 1.6751554872453973, 'learning_rate': 3.78021978021978e-05, 'epoch': 0.43}
{'loss': 1.308, 'grad_norm': 1.565145617891926, 'learning_rate': 3.769230769230769e-05, 'epoch': 0.44}
{'loss': 1.3319, 'grad_norm': 1.708188430719442, 'learning_rate': 3.7582417582417586e-05, 'epoch': 0.44}
{'loss': 1.1359, 'grad_norm': 1.343373756076588, 'learning_rate': 3.747252747252747e-05, 'epoch': 0.44}
{'loss': 1.2911, 'grad_norm': 1.533286939140237, 'learning_rate': 3.7362637362637365e-05, 'epoch': 0.44}
{'loss': 1.3299, 'grad_norm': 1.7215540121149346, 'learning_rate': 3.725274725274726e-05, 'epoch': 0.44}
{'loss': 1.3164, 'grad_norm': 1.4606203765208334, 'learning_rate': 3.7142857142857143e-05, 'epoch': 0.44}
{'loss': 1.2907, 'grad_norm': 1.4582575732943033, 'learning_rate': 3.7032967032967036e-05, 'epoch': 0.45}
{'loss': 1.29, 'grad_norm': 1.5250669714808693, 'learning_rate': 3.692307692307693e-05, 'epoch': 0.45}
{'loss': 1.3591, 'grad_norm': 1.457093920139726, 'learning_rate': 3.6813186813186815e-05, 'epoch': 0.45}
{'loss': 1.3405, 'grad_norm': 1.5531985566740871, 'learning_rate': 3.670329670329671e-05, 'epoch': 0.45}
{'loss': 1.2801, 'grad_norm': 1.597292982367667, 'learning_rate': 3.6593406593406594e-05, 'epoch': 0.45}
{'loss': 1.3496, 'grad_norm': 1.5771953752932175, 'learning_rate': 3.648351648351648e-05, 'epoch': 0.45}
{'loss': 1.1688, 'grad_norm': 1.3432028343969389, 'learning_rate': 3.637362637362637e-05, 'epoch': 0.46}
{'loss': 1.2061, 'grad_norm': 1.5061272408887207, 'learning_rate': 3.626373626373626e-05, 'epoch': 0.46}
{'loss': 1.323, 'grad_norm': 1.762833608343038, 'learning_rate': 3.615384615384615e-05, 'epoch': 0.46}
{'loss': 1.2737, 'grad_norm': 1.4397939539891975, 'learning_rate': 3.6043956043956045e-05, 'epoch': 0.46}
{'loss': 1.2863, 'grad_norm': 1.5914583372750373, 'learning_rate': 3.593406593406593e-05, 'epoch': 0.46}
{'loss': 1.2268, 'grad_norm': 1.5545736299919295, 'learning_rate': 3.5824175824175824e-05, 'epoch': 0.46}
{'loss': 1.2934, 'grad_norm': 1.6107120330234128, 'learning_rate': 3.571428571428572e-05, 'epoch': 0.47}
{'loss': 1.4095, 'grad_norm': 1.6782257817017012, 'learning_rate': 3.56043956043956e-05, 'epoch': 0.47}
{'loss': 1.2603, 'grad_norm': 1.408289426574367, 'learning_rate': 3.5494505494505496e-05, 'epoch': 0.47}
{'loss': 1.3654, 'grad_norm': 1.6185121869702859, 'learning_rate': 3.538461538461539e-05, 'epoch': 0.47}
{'loss': 1.184, 'grad_norm': 1.4847278376394686, 'learning_rate': 3.5274725274725275e-05, 'epoch': 0.47}
{'loss': 1.2933, 'grad_norm': 1.5037758510584083, 'learning_rate': 3.516483516483517e-05, 'epoch': 0.47}
{'loss': 1.2495, 'grad_norm': 1.4257095109841602, 'learning_rate': 3.505494505494506e-05, 'epoch': 0.48}
{'loss': 1.2127, 'grad_norm': 1.4994136936017848, 'learning_rate': 3.494505494505495e-05, 'epoch': 0.48}
{'loss': 1.254, 'grad_norm': 1.4792610013010188, 'learning_rate': 3.483516483516484e-05, 'epoch': 0.48}
{'loss': 1.3384, 'grad_norm': 1.6347883762977764, 'learning_rate': 3.472527472527473e-05, 'epoch': 0.48}
{'loss': 1.249, 'grad_norm': 1.7632983922230745, 'learning_rate': 3.461538461538461e-05, 'epoch': 0.48}
{'loss': 1.2194, 'grad_norm': 1.4500293366983188, 'learning_rate': 3.4505494505494505e-05, 'epoch': 0.48}
{'loss': 1.2995, 'grad_norm': 1.5460181126687058, 'learning_rate': 3.439560439560439e-05, 'epoch': 0.49}
{'loss': 1.2751, 'grad_norm': 1.602811372949565, 'learning_rate': 3.4285714285714284e-05, 'epoch': 0.49}
{'loss': 1.324, 'grad_norm': 1.573377815334377, 'learning_rate': 3.4175824175824177e-05, 'epoch': 0.49}
{'loss': 1.2675, 'grad_norm': 1.5019042325836023, 'learning_rate': 3.406593406593406e-05, 'epoch': 0.49}
{'loss': 1.2241, 'grad_norm': 1.4278874139133428, 'learning_rate': 3.3956043956043956e-05, 'epoch': 0.49}
{'loss': 1.2254, 'grad_norm': 1.5535457386592528, 'learning_rate': 3.384615384615385e-05, 'epoch': 0.49}
{'loss': 1.353, 'grad_norm': 1.5764592510247772, 'learning_rate': 3.3736263736263734e-05, 'epoch': 0.5}
{'loss': 1.2513, 'grad_norm': 1.386190050375008, 'learning_rate': 3.362637362637363e-05, 'epoch': 0.5}
{'loss': 1.1746, 'grad_norm': 1.441314611649177, 'learning_rate': 3.351648351648352e-05, 'epoch': 0.5}
{'loss': 1.2677, 'grad_norm': 1.3241339912408179, 'learning_rate': 3.3406593406593406e-05, 'epoch': 0.5}
{'loss': 1.1693, 'grad_norm': 1.3396538691640687, 'learning_rate': 3.32967032967033e-05, 'epoch': 0.5}
{'loss': 1.2968, 'grad_norm': 1.478058717947278, 'learning_rate': 3.318681318681319e-05, 'epoch': 0.5}
{'loss': 1.2368, 'grad_norm': 1.394438369179638, 'learning_rate': 3.307692307692308e-05, 'epoch': 0.51}
{'loss': 1.3646, 'grad_norm': 1.448750957656557, 'learning_rate': 3.296703296703297e-05, 'epoch': 0.51}
{'loss': 1.2824, 'grad_norm': 1.4939275851490224, 'learning_rate': 3.2857142857142864e-05, 'epoch': 0.51}
{'loss': 1.2716, 'grad_norm': 1.569959306614751, 'learning_rate': 3.274725274725274e-05, 'epoch': 0.51}
{'loss': 1.2561, 'grad_norm': 1.5681753466275339, 'learning_rate': 3.2637362637362636e-05, 'epoch': 0.51}
{'loss': 1.2805, 'grad_norm': 1.4548824716404487, 'learning_rate': 3.252747252747253e-05, 'epoch': 0.51}
{'loss': 1.2814, 'grad_norm': 1.6357838001936418, 'learning_rate': 3.2417582417582415e-05, 'epoch': 0.52}
{'loss': 1.1627, 'grad_norm': 1.4143457287141752, 'learning_rate': 3.230769230769231e-05, 'epoch': 0.52}
{'loss': 1.2979, 'grad_norm': 1.667366151256147, 'learning_rate': 3.2197802197802194e-05, 'epoch': 0.52}
{'loss': 1.2131, 'grad_norm': 1.3529826294177936, 'learning_rate': 3.208791208791209e-05, 'epoch': 0.52}
{'loss': 1.2758, 'grad_norm': 1.565601855809355, 'learning_rate': 3.197802197802198e-05, 'epoch': 0.52}
{'loss': 1.3252, 'grad_norm': 1.566201669932208, 'learning_rate': 3.1868131868131866e-05, 'epoch': 0.52}
{'loss': 1.2364, 'grad_norm': 1.5492038343272294, 'learning_rate': 3.175824175824176e-05, 'epoch': 0.53}
{'loss': 1.2479, 'grad_norm': 1.5698207255987573, 'learning_rate': 3.164835164835165e-05, 'epoch': 0.53}
{'loss': 1.2611, 'grad_norm': 1.6363462329189495, 'learning_rate': 3.153846153846154e-05, 'epoch': 0.53}
{'loss': 1.2697, 'grad_norm': 1.5203802487684905, 'learning_rate': 3.142857142857143e-05, 'epoch': 0.53}
{'loss': 1.1981, 'grad_norm': 1.397906197150073, 'learning_rate': 3.1318681318681324e-05, 'epoch': 0.53}
{'loss': 1.2325, 'grad_norm': 1.4190929149668827, 'learning_rate': 3.120879120879121e-05, 'epoch': 0.53}
{'loss': 1.1769, 'grad_norm': 1.4578373292564601, 'learning_rate': 3.10989010989011e-05, 'epoch': 0.54}
{'loss': 1.2943, 'grad_norm': 1.4356921064131802, 'learning_rate': 3.0989010989010995e-05, 'epoch': 0.54}
{'loss': 1.2503, 'grad_norm': 1.5060780090655561, 'learning_rate': 3.0879120879120875e-05, 'epoch': 0.54}
{'loss': 1.2033, 'grad_norm': 1.4628268178309605, 'learning_rate': 3.076923076923077e-05, 'epoch': 0.54}
{'loss': 1.2041, 'grad_norm': 1.399325126382776, 'learning_rate': 3.065934065934066e-05, 'epoch': 0.54}
{'loss': 1.2134, 'grad_norm': 1.5079543289129012, 'learning_rate': 3.0549450549450547e-05, 'epoch': 0.54}
{'loss': 1.2222, 'grad_norm': 1.4359313034903536, 'learning_rate': 3.043956043956044e-05, 'epoch': 0.55}
{'loss': 1.3319, 'grad_norm': 1.5433659682040104, 'learning_rate': 3.032967032967033e-05, 'epoch': 0.55}
{'loss': 1.293, 'grad_norm': 1.4690692635781968, 'learning_rate': 3.021978021978022e-05, 'epoch': 0.55}
{'loss': 1.2059, 'grad_norm': 1.48746409973932, 'learning_rate': 3.010989010989011e-05, 'epoch': 0.55}
{'loss': 1.2885, 'grad_norm': 1.4043064249745902, 'learning_rate': 3e-05, 'epoch': 0.55}
{'loss': 1.2537, 'grad_norm': 1.4470334915787997, 'learning_rate': 2.989010989010989e-05, 'epoch': 0.55}
{'loss': 1.2531, 'grad_norm': 1.5262099640865043, 'learning_rate': 2.9780219780219783e-05, 'epoch': 0.56}
{'loss': 1.2534, 'grad_norm': 1.618030273210874, 'learning_rate': 2.9670329670329673e-05, 'epoch': 0.56}
{'loss': 1.3185, 'grad_norm': 1.5133728125683925, 'learning_rate': 2.9560439560439562e-05, 'epoch': 0.56}
{'loss': 1.3066, 'grad_norm': 1.6455318641602772, 'learning_rate': 2.945054945054945e-05, 'epoch': 0.56}
{'loss': 1.342, 'grad_norm': 1.6094449963208592, 'learning_rate': 2.934065934065934e-05, 'epoch': 0.56}
{'loss': 1.2981, 'grad_norm': 1.412242877817318, 'learning_rate': 2.923076923076923e-05, 'epoch': 0.56}
{'loss': 1.2875, 'grad_norm': 1.4449992072291329, 'learning_rate': 2.912087912087912e-05, 'epoch': 0.57}
{'loss': 1.3181, 'grad_norm': 1.4317306344541207, 'learning_rate': 2.9010989010989013e-05, 'epoch': 0.57}
{'loss': 1.3186, 'grad_norm': 1.4532815172133464, 'learning_rate': 2.8901098901098902e-05, 'epoch': 0.57}
{'loss': 1.1946, 'grad_norm': 1.3794284080463963, 'learning_rate': 2.8791208791208792e-05, 'epoch': 0.57}
{'loss': 1.1923, 'grad_norm': 1.4045816485586202, 'learning_rate': 2.8681318681318685e-05, 'epoch': 0.57}
{'loss': 1.218, 'grad_norm': 1.5378385992845092, 'learning_rate': 2.857142857142857e-05, 'epoch': 0.57}
{'loss': 1.2559, 'grad_norm': 1.6130893399163098, 'learning_rate': 2.846153846153846e-05, 'epoch': 0.57}
{'loss': 1.2571, 'grad_norm': 1.5559636538165957, 'learning_rate': 2.8351648351648353e-05, 'epoch': 0.58}
{'loss': 1.2291, 'grad_norm': 1.5390545994899536, 'learning_rate': 2.8241758241758243e-05, 'epoch': 0.58}
{'loss': 1.237, 'grad_norm': 1.40630031071841, 'learning_rate': 2.8131868131868132e-05, 'epoch': 0.58}
{'loss': 1.2256, 'grad_norm': 1.4286309178772418, 'learning_rate': 2.802197802197802e-05, 'epoch': 0.58}
{'loss': 1.2051, 'grad_norm': 1.669540272439757, 'learning_rate': 2.7912087912087915e-05, 'epoch': 0.58}
{'loss': 1.2852, 'grad_norm': 1.5690420904695448, 'learning_rate': 2.7802197802197804e-05, 'epoch': 0.58}
{'loss': 1.3077, 'grad_norm': 1.6605846615200206, 'learning_rate': 2.7692307692307694e-05, 'epoch': 0.59}
{'loss': 1.2703, 'grad_norm': 1.5613357020755676, 'learning_rate': 2.7582417582417583e-05, 'epoch': 0.59}
{'loss': 1.3821, 'grad_norm': 1.5864060184354978, 'learning_rate': 2.7472527472527473e-05, 'epoch': 0.59}
{'loss': 1.389, 'grad_norm': 1.5719971990390509, 'learning_rate': 2.7362637362637362e-05, 'epoch': 0.59}
{'loss': 1.2858, 'grad_norm': 1.5132366120663021, 'learning_rate': 2.7252747252747255e-05, 'epoch': 0.59}
{'loss': 1.2965, 'grad_norm': 1.4583949030640093, 'learning_rate': 2.7142857142857144e-05, 'epoch': 0.59}
{'loss': 1.4068, 'grad_norm': 1.541283877851989, 'learning_rate': 2.7032967032967034e-05, 'epoch': 0.6}
{'loss': 1.3107, 'grad_norm': 1.4203224509114079, 'learning_rate': 2.6923076923076923e-05, 'epoch': 0.6}
{'loss': 1.3236, 'grad_norm': 1.4802967464807864, 'learning_rate': 2.6813186813186816e-05, 'epoch': 0.6}
{'loss': 1.3137, 'grad_norm': 1.6136392191618638, 'learning_rate': 2.6703296703296702e-05, 'epoch': 0.6}
{'loss': 1.2359, 'grad_norm': 1.522044635694655, 'learning_rate': 2.6593406593406592e-05, 'epoch': 0.6}
{'loss': 1.3476, 'grad_norm': 1.7830894074629893, 'learning_rate': 2.6483516483516485e-05, 'epoch': 0.6}
{'loss': 1.2233, 'grad_norm': 1.3831571160340022, 'learning_rate': 2.6373626373626374e-05, 'epoch': 0.61}
{'loss': 1.3109, 'grad_norm': 1.6099661324771366, 'learning_rate': 2.6263736263736264e-05, 'epoch': 0.61}
{'loss': 1.2761, 'grad_norm': 1.5225082302027653, 'learning_rate': 2.6153846153846157e-05, 'epoch': 0.61}
{'loss': 1.4085, 'grad_norm': 1.5654421762407325, 'learning_rate': 2.6043956043956046e-05, 'epoch': 0.61}
{'loss': 1.3484, 'grad_norm': 1.6835845451368872, 'learning_rate': 2.5934065934065935e-05, 'epoch': 0.61}
{'loss': 1.2727, 'grad_norm': 1.4981002698630832, 'learning_rate': 2.5824175824175825e-05, 'epoch': 0.61}
{'loss': 1.3126, 'grad_norm': 1.5565028494598354, 'learning_rate': 2.5714285714285714e-05, 'epoch': 0.62}
{'loss': 1.1751, 'grad_norm': 1.419828850008997, 'learning_rate': 2.5604395604395604e-05, 'epoch': 0.62}
{'loss': 1.2856, 'grad_norm': 1.4550528914548613, 'learning_rate': 2.5494505494505493e-05, 'epoch': 0.62}
{'loss': 1.2852, 'grad_norm': 1.4755748695347237, 'learning_rate': 2.5384615384615386e-05, 'epoch': 0.62}
{'loss': 1.2133, 'grad_norm': 1.4970011934671887, 'learning_rate': 2.5274725274725276e-05, 'epoch': 0.62}
{'loss': 1.2464, 'grad_norm': 1.4642269209113834, 'learning_rate': 2.5164835164835165e-05, 'epoch': 0.62}
{'loss': 1.264, 'grad_norm': 1.38382722509899, 'learning_rate': 2.5054945054945058e-05, 'epoch': 0.63}
{'loss': 1.2817, 'grad_norm': 1.4838242161482944, 'learning_rate': 2.4945054945054948e-05, 'epoch': 0.63}
